id;league;game;fragment_start_time;fragment_end_time;commentary;model_id;label;
1;england_epl;2015-02-22 - 19-15 Southampton 0 - 2 Liverpool;148;180; Mark Mitch I can feel it continue. We're the dry Sun a half minute in Continue produces work from the top draw to put Liverpool ahead Wow, what a fantastic strike that is stunning goal Absolutely stunning goal just looking at his technique the first time in the world. I'm just looking at his technique. The minute is it a umbrella to the slow buildup from New York for nobody in the ground for a minute was going to hit him. From there he bends it with power.;whisper-base;Goal
2;england_epl;2015-02-22 - 19-15 Southampton 0 - 2 Liverpool;208;240; the last 16 games in all competitions, but Southampton threw the other end straightaway. And Annie as effort is blocked, he flipped it away for a corner. The Southampton players and fans, think they should have had another penalty there. Wow, there's all happened, he's slipped on. Wow, I feel there, he hasn't made any contact with the ball, that's your Fender. Yeah, that's for me, that's a penalty. the;whisper-base;Shots on target
3;england_epl;2015-02-22 - 19-15 Southampton 0 - 2 Liverpool;238;270; the referee has got that wrong. Same turn involved. Well, Joseph Fondler is the Southampton captain. Leads the delegation of protestees to referee Kevin Drain. Joe Allen was the Liverpool player involved. The player made any contact with the ball. Jerry Chitchat calls real problems in the opening five minutes of his game. But Southampton finds themselves behind the ball. The player to make any contact with the ball. Jerry Chitchis calls real problems in the opening five minutes of his game that Sam Hanson find themselves behind. Paul works in by time.;whisper-base;Corner
4;england_epl;2015-02-22 - 19-15 Southampton 0 - 2 Liverpool;268;300; the ball works in by targets from the former and in the end, Minu 8, 10, we've had another corner and Liverpool can just calm things down. That's what they need to do. I'm going to do a geratage involved again. He's making that run right through the middle of that little participant. So it's for not to care in these open exchanges from one end to the other. Fascinating. For NETIC here in these open exchanges from one end to the other, fascinating.;whisper-base;Foul
5;england_epl;2015-02-22 - 19-15 Southampton 0 - 2 Liverpool;298;330; the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of Drifting over the head of Target who's returned at the South Hansley side today after a very nasty head injury but he;whisper-base;Foul
6;england_epl;2015-02-22 - 19-15 Southampton 0 - 2 Liverpool;598;630; the back of the back of the back of the back of the back of the back of the back of the back of the back of the back of the back of the back of the back of the back of the back of the back of the back of the back of the back of the back of the back of the back of the back of the back of the back of the back of the back of the back of the back of the back of the back of the back of the back of the first time in the game. We talked about Mark of it. Really makes shift defender. Now you see it doesn't want to defend. It's a lazy foot he puts in there puts his team in a difficult position.;whisper-base;Foul
7;england_epl;2015-02-22 - 19-15 Southampton 0 - 2 Liverpool;748;780; the first delivery to speak. Eventually Liverpool will be able to work in a way with LaLana. Patrick comes again with Davis. the referee. I'm fair pressure. I feel it in the referee. And David Swin's a very good. Yeah, referee, I feel has got that right. Certainly from a Liverpool point of view. Markovitch is just not doing enough. If they're going to score.;whisper-base;Foul
8;england_epl;2015-02-22 - 19-15 Southampton 0 - 2 Liverpool;868;900; one in by Warp Rouse. In the late time just to gather at the second attempt. His improvement has been fast. He looked as if he wasn't going to play for the Red Bull again. His coinciding in the form of the team but when a keeper comes and takes the ball like that, takes all the pressure away from his colleagues.;whisper-base;Corner
9;england_epl;2015-02-22 - 19-15 Southampton 0 - 2 Liverpool;1798;1830; the game. He's going to get forward but. That's come out by wall Browns. The senior was nearly in again. It's just lovely the way he lays it off and it goes. The real place. the ball. Yeah. First that it looks a foul to me. He pushed him in the back. Aaronic cheers from the crowd. Yeah. I'm going to have to say that I'm going to have to say that I'm going to have to say that I'm going to have to say that I'm going to have to say that I'm going to have to say that I'm going to have to say that I'm going to have to say that I'm going to have to say that I'm going to have to say that I'm going;whisper-base;Foul
10;england_epl;2015-02-22 - 19-15 Southampton 0 - 2 Liverpool;2128;2160; the Thank you.;whisper-base;Foul
11;england_epl;2015-02-22 - 19-15 Southampton 0 - 2 Liverpool;2398;2430; the for though taking on the players, taking on the fallback. Good battle with him and target.;whisper-base;Foul
12;england_epl;2015-02-22 - 19-15 Southampton 0 - 2 Liverpool;2548;2580; the first yellow card of the game it is. It was almost inevitable when it was going to be him. Fans. the;whisper-base;Foul
13;england_epl;2015-02-22 - 19-15 Southampton 0 - 2 Liverpool;2668;2700; the other outstanding decision from the referee. World Prouds to take it. Pills a handball this time inside the six-yard box. Nothing given. Banker and more Prouds. There he is. the other corner. I think one Ronald Boone sees the replay. I think one Ronald Boone sees the replay.;whisper-base;Corner
14;england_epl;2015-02-22 - 19-15 Southampton 0 - 2 Liverpool;238;270; the He's one yama.;whisper-base;Corner
15;england_epl;2015-02-22 - 19-15 Southampton 0 - 2 Liverpool;418;450; but still in his offside. Still in the want that ball much earlier, making a really good run there out of shot. Henderson not seeing it early enough. the two players as well after the challenge really.;whisper-base;Foul
16;england_epl;2015-02-22 - 19-15 Southampton 0 - 2 Liverpool;478;510; and the ball press free kick. That's too close to the mini-legged. You see there, that's just a bit too much on it. And it's almost a self-indulgence. I know he wants to wick it. You know that with a lot of pleasure, but putting the necessary power is not how you look. It's about the delivery, the quality of the delivery. So young player finding his way. the young player finds his way. And if we might have given Joe Allen a free kick but he didn't stop play when;whisper-base;Foul
17;england_epl;2015-02-22 - 19-15 Southampton 0 - 2 Liverpool;748;780; the I think I've just got a little bit more taste in him. Just looking at the change that they've made. Just money, money playing in that little hole there. Almost simulating little.;whisper-base;Foul
18;england_epl;2015-02-22 - 19-15 Southampton 0 - 2 Liverpool;868;900; the other important touch. And this is the back in his side. He's on penalty area. I'm clear by Marano. Henderson. Great result for Liverpool for a moment. Target did very well. There was a sage to threat. There was no margin for error. Liverpool looking forward so quickly. One stage. Almost four against one. Yeah. And then he's going to be a little bit more than he did. And then he's going to the first half of the game. So it's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game.;whisper-base;Corner
19;england_epl;2015-02-22 - 19-15 Southampton 0 - 2 Liverpool;1048;1080; the the three because against one Yammer. He'll come forward as well. I think there's a bit of bitterness in this.;whisper-base;Foul
20;england_epl;2015-02-22 - 19-15 Southampton 0 - 2 Liverpool;1378;1410; the ball. I'm going to have to go. I'm going to have to go. I'm going to have to go. I'm going to have to go. I'm going to have to go. I'm going to have to go. I'm going to have to go. I'm going to have to go. I'm going to have to go. I'm going to have to go. I'm going to have to go. I'm going to have of breaking. I thought hell, hell yeah, should have shot from distance took too long. You know, we're talking about moving the ball quickly. They have to be patient and just move it shift again.;whisper-base;Foul
21;england_epl;2015-02-22 - 19-15 Southampton 0 - 2 Liverpool;1498;1530; to a cameo appearance of the bench in the Bundesliga. He's been what is role of being for up to the season so far, Finick Jura-Chitch with mics. Senior wins the free kick. Where the arm iskate. The I'm not complaining. I'm not complaining. I'm not complaining. I'm not complaining.;whisper-base;Foul
22;england_epl;2015-02-22 - 19-15 Southampton 0 - 2 Liverpool;1888;1920; the the;whisper-base;Foul
23;england_epl;2015-02-22 - 19-15 Southampton 0 - 2 Liverpool;2608;2640; to play Champions League football. Sorry, Europa League football. FA Cup to calm. It just goes from one success to the other. Where San Hampton just not producing their early season form. Manay brought down. Challenge from Joe Allen. Latest in an increasing in long line of free kicks in potentially dangerous areas. None of which they've been able to work sufficiently so far. Tannic Shigan will stand over this.;whisper-base;Foul
24;england_epl;2015-02-22 - 19-15 Southampton 0 - 2 Liverpool;2668;2700; the ball. The ball is out of the way. The ball is out of the way. The ball is out of the way. The ball is out of the way. The ball is out of the way. The ball is out of the way. The ball is out of the way. The ball is out of the way. The ball is out of the way. The ball is out of the way. The ball is out of the way. The ball is out of the way. The ball just seeing the overhead kick but so I'm to play a single little bit reluctant to shoot but they have good opportunities now you really can't be in this can't be too clever;whisper-base;Shots on target
25;england_epl;2015-02-22 - 19-15 Southampton 0 - 2 Liverpool;2758;2790; the last one one one one one one one one one one one one one one one one one one one one one one one one one one I didn't this rain if they hadn't won. Yellow card into the N.E. 4, Elisabeth Elia a few moments ago.;whisper-base;Corner
