id;league;game;fragment_start_time;fragment_end_time;commentary;model_id;label; 
1;england_epl;2015-09-12 - 17-00 Crystal Palace 0 - 1 Manchester City;-2;30; The first one starts the game. The ball that Manchester City played, that plays on the right side of their screens. Blue shirt, white pants, his starting uniform in front as well. With a blue shirt and pants. Crystal Palace, the surprising second of this Premier League. 2015-2016. As always, the best football in the world here at Movistar Plus, because we are the home of football. The ball is already for Jouhard. Now we talk about that last victory of City before;whisper-large;Non-Highlight
2;england_epl;2015-09-12 - 17-00 Crystal Palace 0 - 1 Manchester City;28;60; for the Euro 2016 qualifiers and we saw it here in Movistar Plus. 2-0, a well played and well won game for the Pellegrini with goals from Raheem Sterling and Fernandinho against Wadford from Kike Sanchez Flores and against a Palace that gave a punch on the table at Stamford Bridge with goals from Sacco and Ward against Chelsea. Yes, of course, it was one of the big surprises of the last match, that victory of a good Crystal Palace, a Crystal Palace with all the virtues that we have mentioned before, with that energy, that intensity that the team has.;whisper-large;Non-Highlight
3;england_epl;2015-09-12 - 17-00 Crystal Palace 0 - 1 Manchester City;58;90; energy and intensity that the team has, but also with moments dominating and dominating Chelsea well, so we saw a great version in all the senses of the Palace, which is up there for a moment for its own merits, and Alampardio in the final stretch of last season showed us very good things with this team, he already did it to perform at a very good level. And that Newcastle had become almost the number one public enemy of the McPeace fans, be Careful that he hits the area, Volasi, the shot high. Now the forward of Crystal Palace, first chance of the frame of Johart. A little selfish, he asks for forgiveness there.;whisper-large;Non-Highlight
4;england_epl;2015-09-12 - 17-00 Crystal Palace 0 - 1 Manchester City;88;120; A bit selfish, he apologizes there. He's a very difficult player to stop in these transitions. We see how Kolarov has lost his position, he wins in the back to the Serbian side, who arrives late. And there he finds Volasi square meters to make his own. This is a player who, like Manchester City, does not watch closely. In this type of speed, it is very difficult to stop. A very explosive player, the forward with goalkeeper, where the ball is there, the guard metal.;whisper-large;Non-Highlight
5;england_epl;2015-09-12 - 17-00 Crystal Palace 0 - 1 Manchester City;118;150; When the ball is in his court, Alex McCarthy kicks it long, looking for the position of Yannick Bolasi. The ball goes perfectly in front of Zagat, he gives him back the care that the Idesens' saga can break. The center is sent by corner, Vincent Kompany, who asks for an application because the Palace is coming very easy. Yes, we already see that there is direct football, that little is thought of the Palace. He takes advantage of all the spaces that Manchester City are leaving in between the lines at the start of the game. With the team quite wasted and not very well placed.;whisper-large;Non-Highlight
6;england_epl;2015-09-12 - 17-00 Crystal Palace 0 - 1 Manchester City;148;180; and not very well placed and then the that that so direct style is not that verticality of the local team we are going to see the first corner of the game he throws it there in that send back and he took out the shot that the whole armada of the crystal palas was looking for that arrived there to the shot in the corner kick there There's no time to lose. The corner kick for Martin Kelly. It's overpowered. Perfect. It's in the area.;whisper-large;Non-Highlight
7;england_epl;2015-09-12 - 17-00 Crystal Palace 0 - 1 Manchester City;178;210; He passes the ball, he hit it well, he quickly leaves it, Volasi asks for it again, Volasi in the shot, total siege of the post, the shot that ends in the hands of Jouhardt, who sends to the corner. Yes, and he does well because it was a ball that was poisoned and if he tried to block it, it could probably generate a problem, that ball also came with a lot of effect. I think Jouhardt is conservative but he does the right thing because of the effect of the ball. The team's goal from Adam Patiuk. And also when this team plays with this one from Tomas,;whisper-large;Highlight
8;england_epl;2015-09-12 - 17-00 Crystal Palace 0 - 1 Manchester City;208;240; The team plays with this determination, it is very difficult to stop because physically it is a very powerful team. Now the corner for the Palace, the fan is delighted, ball to the second post, there was a shot option but impossible. For Papé Suagé, another authentic express train, no? That has already become fashionable, a real high-speed train. The Senegalese side. speed, the Senegalese side. He tries to play there, but the ball does not last very long for the Pellegrini. Back to the walks, he has to go out with Pani and impose his quality there.;whisper-large;Non-Highlight
9;england_epl;2015-09-12 - 17-00 Crystal Palace 0 - 1 Manchester City;238;270; He puts his quality there. Very good, man. And above all, cold blood to cut in that position. But look at the ball, the team overexcited, recovering the ball and going at full speed, generating very serious problems for City. Now he tries, the leader of this Premier League 2015-2016, the ball for Sergio Cunahuero. Calm down, gentlemen. It seems to say there Argentine. The ball is now for Nasri. He's going to try to make it circulate. In short, for Kolarov. Servio with Fernandinho. In between the lines, there's the goal.;whisper-large;Non-Highlight
10;england_epl;2015-09-12 - 17-00 Crystal Palace 0 - 1 Manchester City;268;300; between lines there is the cuna güero connects with wiffre boni holds there the marfileno opening good that band for jesus navas the center of spain boni turned the neck at full speed and with power but did not surprise macarthe well we have not commented eduardo but in the end there is joan cabas in the first 11 he has been talking all week since the international commitments ended in which by the way, Cabage couldn't finish the game against Portugal, he had to be replaced, and it was said that Cabage was injured, and in the end Cabage is in the final.;whisper-large;Highlight
